201611131454, 0, 5, H-C
201611131459, 0, 5, H-H
201611131500, 4, 5, C-C
201611131500, 1, 2, C-C
201611131500, 5, 7, C-C
201611131500, 5, 6, C-C
201611131500, 5, 5, C-C
201611131500, 6, 6, C-C
201611131500, 6, 2, C-C
201611131500, 4, 4, C-C
201611131500, 2, 4, C-C
201611131500, 5, 6, C-C
201611131500, 6, 6, C-C
201611131500, 7, 2, C-C
201611131500, 7, 3, C-C
201611131500, 7, 3, C-C
201611131500, 7, 3, C-C
201611131500, 7, 4, C-C
201611131500, 2, 2, C-C
201611131500, 3, 4, C-C
201611131500, 7, 3, C-C
201611131500, 3, 6, C-C
201611131500, 4, 2, C-C
201611131500, 6, 1, C-C
201611131500, 2, 6, C-C
201611131500, 7, 3, C-C
201611131500, 2, 1, C-C
201611131500, 6, 4, C-C
201611131500, 3, 7, C-C
201611131500, 5, 7, C-C
201611131500, 1, 6, C-C
201611131500, 7, 6, C-C
201611131500, 4, 2, C-C
201611131500, 7, 4, C-C
201611131500, 4, 6, C-C
201611131500, 5, 2, C-C
201611131500, 5, 7, C-C
201611131501, 3, 2, C-C
201611131501, 2, 6, C-C
201611131501, 6, 3, C-C
201611131501, 5, 1, C-C
201611131501, 4, 1, C-C
201611131501, 3, 4, C-C
201611131501, 2, 7, C-C
201611131501, 4, 6, C-C
201611131501, 6, 3, C-C
201611131501, 4, 2, C-C
201611131501, 7, 1, C-C
201611131501, 7, 1, C-C
201611131501, 1, 7, C-C
201611131501, 6, 5, C-C
201611131501, 1, 5, C-C
201611131501, 3, 6, C-C
201611131501, 4, 5, C-C
201611131501, 4, 2, C-C
201611131501, 4, 2, C-C
201611131501, 5, 1, C-C
201611131501, 5, 3, C-C
201611131501, 1, 3, C-C
201611131501, 5, 2, C-C
201611131501, 6, 1, C-C
201611131501, 5, 2, C-C
201611131501, 5, 7, C-C
201611131501, 2, 7, C-C
201611131501, 2, 3, C-C
201611131501, 5, 1, C-C
201611131501, 2, 1, C-C
201611131501, 4, 5, C-C
201611131501, 4, 2, C-C
201611131501, 2, 2, C-C
201611131501, 3, 4, C-C
201611131501, 2, 6, C-C
201611131501, 7, 5, C-C
201611131501, 5, 1, C-C
201611131501, 4, 3, C-C
201611131501, 3, 2, C-C
201611131501, 4, 1, C-C
201611131501, 1, 6, C-C
201611131501, 3, 1, C-C
201611131501, 6, 5, C-C
201611131501, 5, 7, C-C
201611131501, 7, 5, C-C
201611131501, 7, 2, C-C
201611131501, 4, 6, C-C
201611131501, 4, 7, C-C
201611131501, 2, 4, C-C
201611131501, 6, 3, C-C
201611131501, 1, 7, C-C
201611131501, 1, 7, C-C
201611131502, 2, 1, C-C
201611131502, 1, 5, C-C
201611131502, 5, 1, C-C
201611131502, 4, 5, C-C
201611131502, 1, 5, C-C
201611131502, 1, 3, C-C
201611131502, 5, 6, C-C
201611131502, 3, 7, C-C
201611131502, 1, 5, C-C
201611131502, 3, 1, C-C
201611131502, 6, 1, C-C
201611131502, 5, 1, C-C
201611131502, 7, 1, C-C
201611131502, 2, 4, C-C
201611131502, 6, 3, C-C
201611131502, 1, 5, C-C
201611131502, 3, 3, C-C
201611131514, 2, 5, C-C
201611131514, 6, 5, C-C
201611131514, 6, 5, C-C
201611131514, 6, 2, C-C
201611131514, 2, 3, C-C
201611131514, 2, 1, C-C
201611131514, 2, 6, C-C
201611131514, 5, 5, C-C
201611131514, 3, 7, C-C
201611131514, 6, 7, C-C
201611131514, 7, 1, C-C
201611131514, 2, 4, C-C
201611131514, 7, 5, C-C
201611131514, 5, 7, C-C
201611131514, 6, 3, C-C
201611131514, 4, 2, C-C
201611131514, 1, 7, C-C
201611131514, 6, 7, C-C
201611131514, 4, 7, C-C
201611131514, 3, 3, C-C
201611131515, 6, 3, C-C
201611131515, 6, 2, C-C
201611131515, 5, 4, C-C
201611131515, 6, 5, C-C
201611131515, 5, 2, C-C
201611131515, 2, 7, C-C
201611131515, 2, 7, C-C
201611131515, 7, 2, C-C
201611131515, 4, 4, C-C
201611131515, 7, 3, C-C
201611131515, 3, 7, C-C
201611131515, 5, 2, C-C
201611131515, 4, 7, C-C
201611131515, 1, 2, C-C
201611131515, 7, 5, C-C
201611131515, 1, 6, C-C
201611131515, 6, 3, C-C
201611131515, 3, 2, C-C
201611131515, 2, 5, C-C
201611131515, 2, 4, C-C
201611131515, 6, 7, C-C
201611131515, 7, 6, C-C
201611131515, 5, 5, C-C
201611131515, 5, 3, C-C
201611131517, 1, 2, C-C
201611131517, 5, 3, C-C
201611131517, 1, 4, C-C
201611131517, 1, 3, C-C
201611131517, 5, 1, C-C
201611131518, 6, 2, C-C
201611131518, 1, 6, C-C
201611131518, 2, 7, C-C
201611131518, 3, 2, C-C
201611131518, 2, 4, C-C
201611131518, 2, 2, C-C
201611131518, 5, 2, C-C
201611131518, 3, 1, C-C
201611131518, 5, 5, C-C
201611131518, 5, 6, C-C
201611131518, 3, 1, C-C
201611131518, 1, 3, C-C
201611131518, 1, 1, C-C
201611131518, 2, 7, C-C
201611131518, 3, 4, C-C
201611131518, 2, 4, C-C
201611131518, 6, 7, C-C
201611131518, 6, 3, C-C
201611131518, 4, 6, C-C
201611131518, 2, 4, C-C
201611131518, 1, 4, C-C
201611131518, 6, 1, C-C
201611131518, 3, 7, C-C
201611131518, 7, 6, C-C
201611131518, 1, 1, C-C
201611131518, 1, 6, C-C
201611131518, 1, 4, C-C
201611131518, 5, 7, C-C
201611131518, 7, 4, C-C
201611131518, 6, 4, C-C
201611131518, 4, 6, C-C
201611131518, 4, 6, C-C
201611131518, 7, 6, C-C
201611131518, 3, 4, C-C
201611131518, 5, 6, C-C
201611131518, 7, 4, C-C
201611131518, 6, 4, C-C
201611131518, 1, 4, C-C
201611131518, 7, 3, C-C
201611131518, 2, 3, C-C
201611131518, 6, 6, C-C
201611131518, 6, 3, C-C
201611131518, 4, 4, C-C
201611131518, 1, 4, C-C
201611131518, 6, 7, C-C
201611131518, 5, 7, C-C
201611131518, 6, 5, C-C
201611131518, 6, 2, C-C
201611131518, 5, 4, C-C
201611131518, 7, 3, C-C
201611131518, 7, 6, C-C
201611131518, 1, 7, C-C
201611131518, 4, 4, C-C
201611131518, 5, 3, C-C
201611131519, 4, 7, C-C
201611131519, 1, 1, C-C
201611131519, 6, 6, C-C
201611131519, 1, 5, C-C
201611131519, 5, 6, C-C
201611131519, 4, 6, C-C
201611131519, 4, 6, C-C
201611131519, 4, 5, C-C
201611131519, 7, 3, C-C
201611131519, 5, 7, C-C
201611131519, 3, 2, C-C
201611131519, 3, 2, C-C
201611131519, 7, 7, C-C
201611131519, 3, 6, C-C
201611131519, 7, 1, C-C
201611131519, 6, 6, C-C
201611131519, 6, 2, C-C
201611131519, 7, 4, C-C
201611131519, 4, 2, C-C
201611131519, 6, 6, C-C
201611131519, 6, 4, C-C
201611131519, 4, 3, C-C
201611131519, 1, 7, C-C
201611131519, 4, 7, C-C
201611131519, 5, 5, C-C
201611131519, 7, 2, C-C
201611131519, 7, 2, C-C
201611131519, 7, 1, C-C
201611131519, 6, 5, C-C
201611131519, 3, 7, C-C
201611131519, 2, 1, C-C
201611131519, 3, 7, C-C
201611131519, 5, 3, C-C
201611131531, 4, 2, C-C
201611131531, 6, 7, C-C
201611131531, 2, 3, C-C
201611131531, 6, 7, C-C
201611131531, 3, 2, C-C
201611131531, 2, 5, C-C
201611131531, 5, 3, C-C
201611131531, 1, 3, C-C
201611131531, 3, 4, C-C
201611131531, 7, 6, C-C
201611131531, 4, 2, C-C
201611131531, 5, 1, C-C
201611131531, 6, 3, C-C
201611131531, 4, 5, C-C
201611131531, 6, 1, C-C
201611131531, 7, 1, C-C
201611131531, 5, 2, C-C
201611131531, 7, 7, C-C
201611131531, 2, 5, C-C
201611131531, 4, 4, C-C
201611131532, 1, 4, C-C
201611131532, 6, 7, C-C
201611131532, 4, 7, C-C
201611131532, 1, 7, C-C
201611131532, 7, 4, C-C
201611131532, 2, 3, C-C
201611131532, 4, 5, C-C
201611131532, 3, 6, C-C
201611131532, 6, 5, C-C
201611131532, 6, 2, C-C
201611131532, 3, 5, C-C
201611131532, 6, 7, C-C
201611131532, 6, 2, C-C
201611131532, 3, 5, C-C
201611131532, 1, 7, C-C
201611131532, 6, 6, C-C
201611131532, 3, 5, C-C
201611131533, 6, 2, C-C
201611131533, 2, 7, C-C
201611131533, 2, 3, C-C
201611131533, 2, 1, C-C
201611131533, 4, 5, C-C
201611131533, 2, 1, C-C
201611131533, 1, 3, C-C
201611131533, 1, 2, C-C
201611131533, 6, 7, C-C
201611131533, 1, 4, C-C
201611131533, 6, 7, C-C
201611131533, 1, 4, C-C
201611131533, 5, 4, C-C
201611131533, 6, 3, C-C
201611131533, 3, 7, C-C
201611131533, 7, 6, C-C
201611131533, 1, 1, C-C
201611131533, 3, 4, C-C
201611131533, 7, 6, C-C
201611131533, 1, 6, C-C
201611131533, 1, 2, C-C
201611131533, 4, 2, C-C
201611131533, 5, 3, C-C
201611131535, 7, 6, C-C
201611131535, 3, 6, C-C
201611131535, 7, 6, C-C
201611131535, 7, 5, C-C
201611131535, 1, 4, C-C
201611131535, 4, 1, C-C
201611131535, 5, 5, C-C
201611131535, 2, 5, C-C
201611131535, 1, 3, C-C
201611131535, 6, 1, C-C
201611131535, 3, 6, C-C
201611131535, 4, 6, C-C
201611131535, 6, 5, C-C
201611131535, 7, 4, C-C
201611131535, 4, 3, C-C
201611131535, 4, 6, C-C
201611131536, 3, 2, C-C
201611131536, 5, 3, C-C
201611131543, 6, 4, C-C
201611131543, 2, 1, C-C
201611131543, 5, 2, C-C
201611131543, 6, 4, C-C
201611131543, 2, 2, C-C
201611131543, 1, 4, C-C
201611131543, 6, 4, C-C
201611131543, 6, 1, C-C
201611131543, 1, 6, C-C
201611131543, 1, 4, C-C
201611131543, 3, 1, C-C
201611131543, 5, 1, C-C
201611131543, 6, 4, C-C
201611131543, 3, 5, C-C
201611131545, 6, 2, C-C
201611131545, 5, 6, C-C
201611131545, 3, 5, C-C
201611131550, 2, 4, C-C
201611131550, 7, 2, C-C
201611131550, 4, 2, C-C
201611131550, 1, 2, C-C
201611131550, 7, 2, C-C
201611131550, 7, 6, C-C
201611131550, 2, 6, C-C
201611131550, 7, 4, C-C
201611131550, 4, 7, C-C
201611131550, 5, 4, C-C
201611131550, 7, 1, C-C
201611131550, 6, 3, C-C
201611131550, 1, 4, C-C
201611131550, 6, 2, C-C
201611131550, 7, 3, C-C
201611131550, 1, 6, C-C
201611131550, 6, 7, C-C
201611131550, 1, 6, C-C
201611131550, 1, 1, C-C
201611131550, 6, 1, C-C
201611131550, 5, 7, C-C
201611131550, 4, 7, C-C
201611131550, 1, 2, C-C
201611131550, 7, 4, C-C
201611131550, 5, 6, C-C
201611131550, 5, 1, C-C
201611131550, 1, 6, C-C
